work_id,added_at,offer_url,position_name,company_name,company_location,type_of_contract,work_schedule,work_modes,employment_level,immediate_employment,ukrainian_without_polish_language,vacancies
15016,2022-12-02 13:47:49.464213+01,"https://www.pracuj.pl/praca/mobile-software-developer-android-warszawa-pulawska-145,oferta,1002205866?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Mobile Software Developer - Android,N7 Mobile Sp. z o.o.,"Warszawa, Mokotów","Umowa o pracę, Kontrakt B2B",Pełny etat,"praca stacjonarna, praca hybrydowa, praca zdalna",Specjalista (Mid / Regular),praca od zaraz,,szukamy wielu kandydatów / wakaty: 3
15017,2022-12-02 13:47:49.46659+01,"https://www.pracuj.pl/praca/serwisant-warszawa-kolejowa-5-7,oferta,1002206391?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Serwisant,ESMETRIC,"Warszawa, Wola","Umowa o pracę, Umowa o dzieło, Umowa zlecenie",Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,,szukamy wielu kandydatów / wakaty: 2
15018,2022-12-02 13:47:49.468783+01,"https://www.pracuj.pl/praca/inzynier-konstruktor-mechanik-sokolow-pow-pruszkowski-sokolowska-47a,oferta,1002206675?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Inżynier - Konstruktor mechanik,AMPROS sp. z o.o.,Sokołów (pow. pruszkowski),"Umowa o pracę, Umowa zlecenie, Kontrakt B2B",Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),praca od zaraz,,
15019,2022-12-02 13:47:49.471347+01,"https://www.pracuj.pl/praca/inzynier-elektryk-sokolow-pow-pruszkowski-sokolowska-47a,oferta,1002206677?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Inżynier elektryk,AMPROS sp. z o.o.,Sokołów (pow. pruszkowski),"Umowa o pracę, Umowa zlecenie, Kontrakt B2B",Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),praca od zaraz,,
15020,2022-12-02 13:47:49.473502+01,"https://www.pracuj.pl/praca/agile-project-manager-warszawa-dzielna-60,oferta,1002213437?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Agile Project Manager,ORDER GROUP sp. z o.o.,"Warszawa, Wola",Kontrakt B2B,Pełny etat,praca mobilna,Kierownik / Koordynator,praca od zaraz,,
15021,2022-12-02 13:47:49.47668+01,"https://www.pracuj.pl/praca/instalator-monter-instalacji-sanitarnych-warszawa,oferta,1002211187?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Instalator - Monter instalacji sanitarnych,JESKO INSTALACJE sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,Робота для іноземців,szukamy wielu kandydatów
15022,2022-12-02 13:47:49.479063+01,"https://www.pracuj.pl/praca/drukarz-maszynista-offsetowy-wilcza-gora-pow-piaseczynski,oferta,1002212429?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Drukarz - Maszynista offsetowy,PREMIUMDRUK Spółka z ograniczoną odpowiedzialnością Sp.k.,Wilcza Góra (pow. piaseczyński),"Umowa o pracę, Umowa zlecenie",Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,,
15023,2022-12-02 13:47:49.481308+01,"https://www.pracuj.pl/praca/elektromechanik-samochodowy-warszawa-jana-pawla-woronicza-19,oferta,1002213486?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Elektromechanik samochodowy,"Wojewódzka Stacja Pogotowia Ratunkowego i Transportu Sanitarnego ""Meditrans"" SP ZOZ w Warszawie","Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,,
15024,2022-12-02 13:47:49.484108+01,"https://www.pracuj.pl/praca/pomocnik-drukarza-wilcza-gora-pow-piaseczynski,oferta,1002212430?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Pomocnik drukarza,PREMIUMDRUK Spółka z ograniczoną odpowiedzialnością Sp.k.,Wilcza Góra (pow. piaseczyński),"Umowa o pracę, Umowa zlecenie",Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
15025,2022-12-02 13:47:49.486336+01,"https://www.pracuj.pl/praca/technik-serwisu-serwisant-piaseczno,oferta,1002211836?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Technik Serwisu - Serwisant,AKONDA Sp. z o.o.,Piaseczno,"Umowa o pracę, Umowa zlecenie, Kontrakt B2B",Pełny etat,praca mobilna,Pracownik fizyczny,,,
15026,2022-12-02 13:47:49.488793+01,"https://www.pracuj.pl/praca/konsultant-ds-sprzedazy-kosmetykow-warszawa,oferta,1002211194?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Konsultant ds. sprzedaży kosmetyków,SISTER`S AROMA sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,szukamy wielu kandydatów
15027,2022-12-02 13:47:49.491254+01,"https://www.pracuj.pl/praca/konstruktor-elektryk-warszawa-aleja-krakowska-110-114,oferta,1002211143?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Konstruktor - elektryk,"""ETC-PZL AEROSPACE INDUSTRIES"" sp. z o.o.","Warszawa, Włochy","Umowa o pracę, Kontrakt B2B",Pełny etat,praca stacjonarna,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,
15028,2022-12-02 13:47:49.493655+01,"https://www.pracuj.pl/praca/mechanik-samochodowy-warszawa-prudnicka-3,oferta,1002211385?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Mechanik samochodowy,MOTORLINK Sp. z o.o.,"Warszawa, Włochy",Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,,szukamy wielu kandydatów / wakaty: 2
15029,2022-12-02 13:47:49.495845+01,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketingu-warszawa,oferta,1002211417?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista / Specjalistka ds. marketingu,BIZUU sp. z o.o. SPÓŁKA KOMANDYTOWA,Warszawa,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
15030,2022-12-02 13:47:49.497988+01,"https://www.pracuj.pl/praca/kierownik-projektow-warszawa-jozefa-chlopickiego-50,oferta,1002211566?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kierownik projektów,Corail TS Sp. z o.o.,"Warszawa, Praga-Południe",Umowa o pracę,Pełny etat,praca stacjonarna,Kierownik / Koordynator,,,
15031,2022-12-02 13:47:49.500478+01,"https://www.pracuj.pl/praca/samodzielna-ksiegowa-samodzielny-ksiegowy-ozarow-mazowiecki-jozefa-poniatowskiego-43,oferta,1002211580?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Samodzielna Księgowa / Samodzielny Księgowy,PROFESSTAX JURKOWSKA KATARZYNA,Ożarów Mazowiecki,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),praca od zaraz,,
15032,2022-12-02 13:47:49.50281+01,"https://www.pracuj.pl/praca/recepcjonista-recepcjonistka-warszawa-ludwika-zamenhofa-5,oferta,1002211745?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Recepcjonista / Recepcjonistka,GAŁCZYŃSKI OSOWIECKI BANASIK sp.j.,"Warszawa, Śródmieście","Umowa o pracę, Umowa zlecenie",Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,szukamy wielu kandydatów
15033,2022-12-02 13:47:49.505014+01,"https://www.pracuj.pl/praca/koordynator-ds-rozwoju-sprzedazy-warszawa,oferta,1002211932?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Koordynator ds. rozwoju sprzedaży,"""EKO-HIGIENA"" M. KUŹMA, I. BORKIEWICZ-KAAZ sp.j.",Warszawa,Umowa o pracę,Pełny etat,praca mobilna,Kierownik / Koordynator,praca od zaraz,,
15034,2022-12-02 13:47:49.507311+01,"https://www.pracuj.pl/praca/sprzedawca-stylista-warszawa-wilcza-46,oferta,1002211972?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Sprzedawca - Stylista,OCCHIELLO.PL sp. z o.o.,"Warszawa, Śródmieście",Kontrakt B2B,,praca stacjonarna,Asystent,praca od zaraz,,
15035,2022-12-02 13:47:49.509636+01,"https://www.pracuj.pl/praca/asystent-asystentka-biura-nieruchomosci-warszawa-mlynarska-7,oferta,1002211948?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Asystent / Asystentka biura nieruchomości,EASTATE P.S.A.,"Warszawa, Wola",Umowa zlecenie,Pełny etat,praca stacjonarna,Asystent,praca od zaraz,,
15036,2022-12-02 13:47:49.511849+01,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-sprzedazy-warszawa-nowoberestecka-14,oferta,1002213476?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista / Specjalistka ds. sprzedaży,PROFIT GROUP,"Warszawa, Ochota",Kontrakt B2B,Pełny etat,"praca stacjonarna, praca hybrydowa, praca zdalna",Specjalista (Mid / Regular),praca od zaraz,,
15037,2022-12-02 13:47:49.514271+01,"https://www.pracuj.pl/praca/pracownik-biurowy-dzial-zakupow-warszawa,oferta,1002212022?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Pracownik biurowy - dział zakupów,Ecojob Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
15038,2022-12-02 13:47:49.516928+01,"https://www.pracuj.pl/praca/telefoniczny-doradca-klienta-warszawa-wiertnicza-89,oferta,1002212115?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Telefoniczny doradca klienta,MedicCentre sp. z o.o.,"Warszawa, Wilanów",Umowa zlecenie,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
15039,2022-12-02 13:47:49.5193+01,"https://www.pracuj.pl/praca/pelnomocnik-zarzadu-ds-rozwoju-it-kajetany-pow-pruszkowski,oferta,1002212270?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Pełnomocnik zarządu ds. rozwoju IT,"""CENTRUM SŁUCHU I MOWY"" - sp. z o.o.",Kajetany (pow. pruszkowski),Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
15040,2022-12-02 13:47:49.52202+01,"https://www.pracuj.pl/praca/konstruktor-projektant-cad-warszawa-kolejowa-5-7,oferta,1002212262?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Konstruktor - Projektant CAD,FLUENCE sp. z o.o.,"Warszawa, Wola",Umowa o pracę,Pełny etat,"praca stacjonarna, praca hybrydowa",Specjalista (Mid / Regular),praca od zaraz,,
15041,2022-12-02 13:47:49.524321+01,"https://www.pracuj.pl/praca/kierownik-projektu-ds-inwestycji-warszawa,oferta,1002212325?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kierownik projektu ds. inwestycji,PROSTORIA BW sp. z o.o.,Warszawa,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca stacjonarna,Kierownik / Koordynator,,,
15042,2022-12-02 13:47:49.527291+01,"https://www.pracuj.pl/praca/mechanik-samochodowy-stacji-dealerskiej-mazowieckie,oferta,9549999?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Mechanik samochodowy stacji dealerskiej,HORIZ MANAGEMENT sp. z o.o.,mazowieckie,Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,,szukamy wielu kandydatów
15043,2022-12-02 13:47:49.530172+01,"https://www.pracuj.pl/praca/sprzedawca-sprzedawczyni-warszawa-chelmzynska-211,oferta,1002212573?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Sprzedawca / Sprzedawczyni,DO-MUR STAL sp. z o.o. SPÓŁKA KOMANDYTOWA,"Warszawa, Rembertów",Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,,
15044,2022-12-02 13:47:49.532619+01,"https://www.pracuj.pl/praca/kasjer-kasjerka-radzymin-wolominska-21,oferta,1002212562?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kasjer / Kasjerka,KEMER KEBAB PAWEŁ BOGDAŃSKI,Radzymin,Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,,szukamy wielu kandydatów / wakaty: 3
15045,2022-12-02 13:47:49.535813+01,"https://www.pracuj.pl/praca/developer-net-c%23-kobylka-kwiatowa-14,oferta,1002212599?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Developer .NET/C#,LIGNUMSOFT ADAM WILEŃSKI,Kobyłka,"Umowa o pracę, Umowa zlecenie, Kontrakt B2B","Część etatu, Dodatkowa / tymczasowa, Pełny etat","praca stacjonarna, praca hybrydowa, praca zdalna","Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,
15046,2022-12-02 13:47:49.539822+01,"https://www.pracuj.pl/praca/administracja-i-asystent-ksiegowosci-warszawa-bukowinska-22,oferta,1002212716?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Administracja i asystent księgowości,KANCELARIA BIEGŁEGO REWIDENTA ANNA OBARA sp. z o.o.,"Warszawa, Mokotów",Umowa zlecenie,Pełny etat,praca stacjonarna,Asystent,praca od zaraz,,
15047,2022-12-02 13:47:49.545136+01,"https://www.pracuj.pl/praca/operator-maszyn-produkcyjnych-mazowieckie,oferta,9550647?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Operator maszyn produkcyjnych,Mpack Poland Sp. z o.o.,mazowieckie,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,,szukamy wielu kandydatów
15048,2022-12-02 13:47:49.548943+01,"https://www.pracuj.pl/praca/asystent-asystentka-ksiegowej-warszawa-bukowinska-22,oferta,1002212759?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Asystent / Asystentka księgowej,KANCELARIA BIEGŁEGO REWIDENTA ANNA OBARA sp. z o.o.,"Warszawa, Mokotów",Umowa zlecenie,Pełny etat,praca stacjonarna,Asystent,praca od zaraz,,
15049,2022-12-02 13:47:49.551579+01,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-ecommerce-warszawa-dzialkowa-115a,oferta,1002212854?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista / Specjalistka ds. eCommerce,ANMAC sp. z o.o.,"Warszawa, Włochy","Umowa o pracę, Kontrakt B2B",Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
15050,2022-12-02 13:47:49.553799+01,"https://www.pracuj.pl/praca/magazynier-sokolow-pow-pruszkowski-gromadzka-5,oferta,1002213037?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Magazynier,ARCHIDOC S.A.,Sokołów (pow. pruszkowski),Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,,szukamy wielu kandydatów / wakaty: 4
15051,2022-12-02 13:47:49.556576+01,"https://www.pracuj.pl/praca/serwisant-urzadzen-wentylacyjnych-i-klimatyzacyjnych-warszawa,oferta,1002213137?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Serwisant urządzeń wentylacyjnych i klimatyzacyjnych,OneStaff,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
15052,2022-12-02 13:47:49.560408+01,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-nieruchomosci-komercyjnych-warszawa-woloska-9,oferta,1002213286?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista / Specjalistka ds. nieruchomości komercyjnych,KONSORCJUM BUDOWLANO-INWESTYCYJNE Sp. z o.o.,"Warszawa, Mokotów","Umowa o pracę, Umowa zlecenie, Kontrakt B2B",Pełny etat,"praca stacjonarna, praca hybrydowa",Specjalista (Mid / Regular),praca od zaraz,,
15053,2022-12-02 13:47:49.564367+01,"https://www.pracuj.pl/praca/specjalista-ds-finansowych-warszawa,oferta,1002213360?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. finansowych,COLUMB AUTO TRADE sp. z o.o.,Warszawa,"Umowa o pracę, Umowa o dzieło, Umowa zlecenie",Pełny etat,praca stacjonarna,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,Робота для іноземців,
15054,2022-12-02 13:47:50.672759+01,"https://www.pracuj.pl/praca/asystent-asystentka-biura-zarzadu-i-administracji-warszawa-wiertnicza-143,oferta,1002231132?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Asystent / Asystentka Biura Zarządu i Administracji,AKINT sp. z o.o.,"Warszawa, Wilanów","Umowa zlecenie, Kontrakt B2B",Pełny etat,praca stacjonarna,Asystent,praca od zaraz,,
15055,2022-12-02 13:47:50.683929+01,"https://www.pracuj.pl/praca/ciesla-ciesla-szalunkowy-warszawa,oferta,1002235344?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Cieśla - Cieśla szalunkowy,PARKS Jolanta Chrostowska,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,praca od zaraz,,
15056,2022-12-02 13:47:50.687732+01,"https://www.pracuj.pl/praca/analityk-finansowy-specjalista-ds-tworzenia-biznes-planow-warszawa-aleje-jerozolimskie-123a,oferta,1002236971?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Analityk finansowy - Specjalista ds. tworzenia biznes planów,"Fundacja Rozwoju Przedsiębiorczości ""Twój StartUp""","Warszawa, Ochota","Umowa o dzieło, Umowa zlecenie",Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
15057,2022-12-02 13:47:50.694555+01,"https://www.pracuj.pl/praca/kierowca-taxi-warszawa-radzyminska-326,oferta,1002237346?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kierowca Taxi,BEAR CARS sp. z o.o.,Warszawa,Umowa zlecenie,"Część etatu, Dodatkowa / tymczasowa, Pełny etat",praca mobilna,Pracownik fizyczny,praca od zaraz,,szukamy wielu kandydatów / wakaty: 199
15058,2022-12-02 13:47:50.699375+01,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-obslugi-funduszy-warszawa-wiertnicza-138,oferta,1002242709?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista / Specjalistka ds. obsługi funduszy,"FUNDACJA ""EURO-MOST""","Warszawa, Wilanów","Umowa o pracę, Umowa zlecenie",Pełny etat,"praca stacjonarna, praca hybrydowa",Specjalista (Mid / Regular),praca od zaraz,,szukamy wielu kandydatów / wakaty: 10
15059,2022-12-02 13:47:50.703195+01,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-archiwizacji-i-zarzadzania-dokumenta-warszawa-aleje-jerozolimskie-123a,oferta,1002239980?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Młodszy specjalista / Młodsza specjalistka ds. archiwizacji i zarządzania dokumentacją,"Fundacja Rozwoju Przedsiębiorczości ""Twój StartUp""","Warszawa, Ochota","Umowa o dzieło, Umowa zlecenie",Pełny etat,praca stacjonarna,Młodszy specjalista (Junior),,,
15060,2022-12-02 13:47:50.706945+01,"https://www.pracuj.pl/praca/koordynator-inkubatora-startup-wschod-warszawa-aleje-jerozolimskie-123a,oferta,1002239981?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Koordynator Inkubatora Startup Wschód,"Fundacja Rozwoju Przedsiębiorczości ""Twój StartUp""","Warszawa, Ochota","Umowa o dzieło, Umowa zlecenie",Pełny etat,praca stacjonarna,Kierownik / Koordynator,,,
15061,2022-12-02 13:47:50.711266+01,"https://www.pracuj.pl/praca/copywriter-specjalista-do-pisania-tekstow-warszawa-aleje-jerozolimskie-123a,oferta,1002239983?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Copywriter - Specjalista do pisania tekstów,"Fundacja Rozwoju Przedsiębiorczości ""Twój StartUp""","Warszawa, Ochota","Umowa o dzieło, Umowa zlecenie",Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
15062,2022-12-02 13:47:50.714877+01,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-legalizacji-pobytu-i-zatrudnienia-cudzoziemcow-warszawa-aleje-jerozolimskie-123a,oferta,1002239986?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista / Specjalistka ds. legalizacji pobytu i zatrudnienia cudzoziemców,"Fundacja Rozwoju Przedsiębiorczości ""Twój StartUp""","Warszawa, Ochota","Umowa o dzieło, Umowa zlecenie",Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
15063,2022-12-02 13:47:50.718485+01,"https://www.pracuj.pl/praca/mlodszy-ksiegowy-mlodsza-ksiegowa-warszawa-aleje-jerozolimskie-123a,oferta,1002239987?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Młodszy księgowy / Młodsza księgowa,"Fundacja Rozwoju Przedsiębiorczości ""Twój StartUp""","Warszawa, Ochota","Umowa o dzieło, Umowa zlecenie",Pełny etat,praca stacjonarna,Młodszy specjalista (Junior),,,
15084,2022-12-02 13:47:50.800494+01,"https://www.pracuj.pl/praca/prawnik-aplikant-warszawa-powazkowska-15,oferta,1002245131?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Prawnik - Aplikant,FLASH INVESTMENT GROUP sp. z o.o.,"Warszawa, Żoliborz",Kontrakt B2B,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
15064,2022-12-02 13:47:50.722213+01,"https://www.pracuj.pl/praca/tlumacz-przysiegly-jezyka-rosyjskiego-oraz-jezyka-angielskiego-warszawa-aleje-jerozolimskie-123a,oferta,1002239991?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Tłumacz Przysięgły języka rosyjskiego oraz języka angielskiego,"Fundacja Rozwoju Przedsiębiorczości ""Twój StartUp""","Warszawa, Ochota","Umowa o dzieło, Umowa zlecenie",Pełny etat,praca stacjonarna,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,
15065,2022-12-02 13:47:50.726914+01,"https://www.pracuj.pl/praca/specjalista-ds-testow-automatycznych-warszawa-aleje-jerozolimskie-132,oferta,1002198284?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. testów automatycznych,Centralny Ośrodek Informatyki,"Warszawa, Ochota",Umowa o pracę,Pełny etat,praca zdalna,Specjalista (Mid / Regular),praca od zaraz,,
15066,2022-12-02 13:47:50.730599+01,"https://www.pracuj.pl/praca/mlodszy-analityk-b%2br-z-j-niemieckim-warszawa-wspolna-70,oferta,1002236164?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Młodszy Analityk B+R z j. niemieckim,LEYTON POLAND sp. z o.o.,"Warszawa, Śródmieście",Umowa o pracę,Pełny etat,"praca stacjonarna, praca hybrydowa, praca zdalna","Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,szukamy wielu kandydatów
15067,2022-12-02 13:47:50.734466+01,"https://www.pracuj.pl/praca/analityk-b%2br-z-j-niemieckim-warszawa-wspolna-70,oferta,1002236162?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Analityk B+R z j. niemieckim,LEYTON POLAND sp. z o.o.,"Warszawa, Śródmieście",Umowa o pracę,Pełny etat,"praca stacjonarna, praca hybrydowa, praca zdalna","Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,szukamy wielu kandydatów
15068,2022-12-02 13:47:50.73813+01,"https://www.pracuj.pl/praca/regionalny-menadzer-sprzedazy-ubezpieczen-grupowych-na-zycie-mazowieckie,oferta,9548246?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Regionalny Menadżer Sprzedaży Ubezpieczeń Grupowych na Życie,TUnŻ Warta S.A,mazowieckie,"Kontrakt B2B, Umowa agencyjna",Pełny etat,praca hybrydowa,Menedżer,,,szukamy wielu kandydatów
15069,2022-12-02 13:47:50.741781+01,"https://www.pracuj.pl/praca/analityk-biznesowo-systemowy-it-warszawa-rondo-daszynskiego-1,oferta,1002193985?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Analityk biznesowo-systemowy IT,TUiR WARTA S.A.,"Warszawa, Wola","Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,"Starszy specjalista (Senior), Ekspert",praca od zaraz,,
15070,2022-12-02 13:47:50.745408+01,"https://www.pracuj.pl/praca/staz-w-dziale-digital-warszawa-towarowa-28,oferta,1002203764?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Staż w dziale Digital,Loyalty Partner Polska Sp. z o.o. (PAYBACK),"Warszawa, Wola",Umowa o staż / praktyki,"Część etatu, Dodatkowa / tymczasowa, Pełny etat",praca hybrydowa,Praktykant / Stażysta,,,
15071,2022-12-02 13:47:50.749087+01,"https://www.pracuj.pl/praca/konserwator-elektryk-kajetany-pow-pruszkowski-mokra-7,oferta,1002245150?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Konserwator - Elektryk,"""CENTRUM SŁUCHU I MOWY"" - sp. z o.o.",Kajetany (pow. pruszkowski),Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
15072,2022-12-02 13:47:50.75313+01,"https://www.pracuj.pl/praca/mechanik-konstruktor-k-m-zielonka-marecka-47,oferta,1002231073?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Mechanik – konstruktor (k/m),TRUMPF Huettinger Sp. z o.o.,Zielonka,Umowa o pracę,Pełny etat,"praca stacjonarna, praca hybrydowa",Specjalista (Mid / Regular),praca od zaraz,,
15073,2022-12-02 13:47:50.756667+01,"https://www.pracuj.pl/praca/programista-testow-automatycznych-warszawa-rondo-daszynskiego-1,oferta,1002193955?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Programista Testów Automatycznych,TUiR WARTA S.A.,"Warszawa, Wola",Umowa o pracę,Pełny etat,"praca hybrydowa, praca zdalna","Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,
15074,2022-12-02 13:47:50.761108+01,"https://www.pracuj.pl/praca/przedstawiciel-handlowy-przedstawicielka-handlowa-warszawa-terespolska-99,oferta,1002245145?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Przedstawiciel handlowy / Przedstawicielka handlowa,KOWALCZYK - MATERIAŁY BUDOWLANE JANUSZ KOWALCZYK,"Warszawa, Praga-Południe","Umowa o pracę, Kontrakt B2B",Pełny etat,praca mobilna,Specjalista (Mid / Regular),praca od zaraz,,szukamy wielu kandydatów
15075,2022-12-02 13:47:50.764572+01,"https://www.pracuj.pl/praca/dyrektor-dzialu-klientow-bezposrednich-warszawa-jubilerska-10,oferta,1002206630?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Dyrektor Działu Klientów Bezpośrednich,Grupa Mediowa Time,"Warszawa, Praga-Południe",Umowa o pracę,Pełny etat,praca stacjonarna,Dyrektor,,,
